SDATE	station	IDEPTH	Chl_a_ugl	Comment_txt	sampling_method	year	week	source
5/11/2010	H4	0	7.27		surface bucket	2010	20	Helena Höglander
5/26/2010	H4	0	1.57		surface bucket	2010	22	Helena Höglander
6/8/2010	H4	0	1.39		surface bucket	2010	24	Helena Höglander
6/21/2010	H4	0	3.15		surface bucket	2010	26	Helena Höglander
7/6/2010	H4	0	6.66		surface bucket	2010	28	Helena Höglander
7/15/2010	H4	0	3.23		surface bucket	2010	29	Helena Höglander
8/3/2010	H4	0	12.18		surface bucket	2010	32	Helena Höglander
8/17/2010	H4	0	7.44		surface bucket	2010	34	Helena Höglander
8/30/2010	H4	0	4.83		surface bucket	2010	36	Helena Höglander
9/14/2010	H4	0	5.33		surface bucket	2010	38	Helena Höglander
10/5/2010	H4	0	4.38		surface bucket	2010	41	Helena Höglander
10/12/2010	H4	0	4.84		surface bucket	2010	42	Helena Höglander
10/25/2010	H4	0	6.01		surface bucket	2010	44	Helena Höglander
11/16/2010	H4	0	7.76		surface bucket	2010	47	Helena Höglander
12/8/2010	H4	0	3.2		surface bucket	2010	50	Helena Höglander
1/20/2011	H4	0	0.73		surface bucket	2011	4	Helena Höglander
3/1/2011	H4	0	0.73		surface bucket	2011	10	Helena Höglander
3/15/2011	H4	0	1.22		surface bucket	2011	12	Helena Höglander
3/29/2011	H4	0	5.33		surface bucket	2011	14	Helena Höglander
4/5/2011	H4	0	11.04		surface bucket	2011	15	Helena Höglander
4/11/2011	H4	0	11.12		surface bucket	2011	16	Helena Höglander
4/18/2011	H4	0	31.52		surface bucket	2011	17	Helena Höglander
4/26/2011	H4	0	7.86		surface bucket	2011	18	Helena Höglander
5/3/2011	H4	0	7.46		surface bucket	2011	19	Helena Höglander
5/11/2011	H4	0	2.26		surface bucket	2011	20	Helena Höglander
5/24/2011	H4	0	1.92		surface bucket	2011	22	Helena Höglander
6/7/2011	H4	0	1.82		surface bucket	2011	24	Helena Höglander
6/20/2011	H4	0	4.49		surface bucket	2011	26	Helena Höglander
7/5/2011	H4	0	7.71		surface bucket	2011	28	Helena Höglander
7/18/2011	H4	0	4.8		surface bucket	2011	30	Helena Höglander
8/2/2011	H4	0	6.27		surface bucket	2011	32	Helena Höglander
8/15/2011	H4	0	6.96		surface bucket	2011	34	Helena Höglander
8/30/2011	H4	0	5.5		surface bucket	2011	36	Helena Höglander
9/13/2011	H4	0	4.85		surface bucket	2011	38	Helena Höglander
9/27/2011	H4	0	16.54		surface bucket	2011	40	Helena Höglander
10/11/2011	H4	0	10.57		surface bucket	2011	42	Helena Höglander
10/25/2011	H4	0	8.08		surface bucket	2011	44	Helena Höglander
11/23/2011	H4	0	13.81		surface bucket	2011	48	Helena Höglander
12/13/2011	H4	0	2.29		surface bucket	2011	51	Helena Höglander
